duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
91,,Movie,Feo pero sabroso,30-08-2019,2018,TV-MA,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",81091381
102,,Movie,Mi amigo Alexis,30-08-2019,2019,TV-PG,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",81141694
100,,Movie,Unbridled,30-08-2019,2018,TV-MA,"Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.",80209658
98,,Movie,The Surrounding Game,30-08-2018,2018,TV-14,"Teens in America dedicate themselves to the Asian game of Go, which originated in ancient China, drawing meaningful life lessons along the way.",81006598
81,,Movie,Misfit,03-08-2019,2017,TV-14,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.",80994162
104,,Movie,Like Father,03-08-2018,2018,TV-MA,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",80174897
129,,Movie,The Invisible Guardian,03-08-2017,2017,TV-MA,"When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past.",80173176
81,,Movie,Expo,29-08-2019,2019,TV-14,"Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.",81167494
98,,Movie,Falling Inn Love,29-08-2019,2019,TV-PG,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",80999781
110,,Movie,Kardec,29-08-2019,2019,TV-14,"In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights.",80997400
106,,Movie,Starred Up,29-08-2019,2013,TV-MA,"A British juvenile offender's violent temper gets him transferred to an adult prison, where he encounters his estranged father.",70292992
90,,Movie,Inequality for All,29-08-2018,2013,PG,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.,70267834
95,,Movie,Bring It On: Worldwide Showdown,29-08-2017,2017,PG-13,"When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle.",80193491
57,,Movie,Ryan Hamilton: Happy Face,29-08-2017,2017,TV-14,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",80184834
85,,Movie,Travis Scott: Look Mom I Can Fly,28-08-2019,2019,TV-MA,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.",81046796
112,,Movie,Conjuring Spirit,28-08-2018,2014,TV-MA,"In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",81002601
141,,Movie,Naam Shabana,28-08-2018,2017,TV-14,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits.",80177776
120,,Movie,Qarib Qarib Singlle,28-08-2018,2017,TV-14,"After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.",81016192
140,,Movie,Spyder,28-08-2018,2017,TV-14,"When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer, he must track down and thwart the murderer’s next steps.",81016194
92,,Movie,3 Generations,28-08-2017,2015,PG-13,"When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.",80059505
87,,Movie,A Leaf of Faith,27-08-2018,2018,TV-MA,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers.",81009815
81,,Movie,Menorca,27-08-2017,2016,TV-MA,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.,80163159
66,,Movie,Dave Chappelle: Sticks & Stones,26-08-2019,2019,TV-MA,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.",81140577
99,,Movie,May We Chat,26-08-2018,2014,NR,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess.",80108234
98,,Movie,Buster's Mal Heart,26-08-2017,2016,TV-MA,"On the run from authorities, a troubled man recalls the mysterious events – and the strange drifter – that inspired his unusual transformation.",80152442
95,,Movie,Madre,26-08-2017,2016,TV-MA,"Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.",80161232
180,,Movie,Blue Is the Warmest Color,26-08-2016,2013,NC-17,"Determined to fall in love, 15-year-old Adele is focused on boys. But it's a blue-haired girl she meets on the street who really piques her interest.",70275600
75,,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,26-08-2016,2016,TV-14,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,80097431
92,,Movie,XOXO,26-08-2016,2016,TV-MA,"The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival.",80057691
92,,Movie,One Last Thing,25-08-2019,2018,TV-MA,"After 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.",81003736
86,,Movie,Hank: Five Years from the Brink,25-08-2018,2013,TV-MA,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson.",70293130
104,,Movie,Head On,25-08-2018,1998,TV-MA,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",60000677
100,,Movie,InuYasha the Movie: Affections Touching Across Time,25-08-2018,2001,TV-MA,"A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.",70012316
50,,Movie,Maria Bamford: The Special Special Special,25-08-2018,2012,TV-MA,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents.",70304914
124,,Movie,Nymphomaniac: Volume II,25-08-2018,2013,TV-MA,The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.,70298926
105,,Movie,"Behind ""The Cove"": The Quiet Japanese Speak Out",25-08-2017,2015,TV-14,"After a documentary about the Japanese whaling industry garnered international attention, an amateur filmmaker decides to tell the rest of the story.",80132127
116,,Movie,Berlin Syndrome,25-08-2017,2017,R,What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.,80164392
100,,Movie,Death Note,25-08-2017,2017,TV-MA,"Light Turner finds a supernatural notebook and uses it to mete out death, attracting the attention of a detective, a demon and a girl in his class.",80122759
95,,Movie,Pekak,25-08-2017,2016,TV-MA,"Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants.",80163366
90,,Movie,Abzurdah,25-08-2016,2015,TV-MA,A disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia.,80115152
92,,Movie,Drink Drank Drunk,24-08-2019,2016,TV-MA,"Too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching.",81036530
91,,Movie,Fanatic,24-08-2019,2019,TV-14,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him.",81145277
57,,Movie,Bert Kreischer: Secret Time,24-08-2018,2018,TV-MA,Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool – if not always responsible – dad in this stand-up special.,80238360
31,,Movie,One Last Shot,24-08-2018,1998,TV-MA,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver.",81008272
90,,Movie,The After Party,24-08-2018,2018,TV-MA,An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,80144145
96,,Movie,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,24-08-2018,2017,TV-PG,"This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show.",80224167
133,,Movie,Kaake Da Viyah,23-08-2019,2019,TV-PG,"In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",81155859
135,,Movie,Marriage Palace,23-08-2019,2018,TV-14,"After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride.",81155858
120,,Movie,Mayday Life,23-08-2019,2019,TV-PG,Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.,81147910
118,,Movie,Saavat,23-08-2019,2019,TV-14,"In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village.",81155802
123,,Movie,The Congress,23-08-2019,2013,TV-MA,Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.,70285728
196,,Movie,Elephants Dream 4 Hour,23-08-2018,2006,TV-MA,"Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short.",70274390
93,,Movie,The Lodgers,23-08-2018,2017,R,"Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.",80224150
70,,Movie,Feel Rich,23-08-2017,2017,TV-MA,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness.",80128689
51,,Movie,Lynne Koplitz: Hormonal Beast,22-08-2017,2017,TV-MA,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",80185322
94,,Movie,Sadie's Last Days on Earth,22-08-2017,2016,TV-14,"High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend.",80163054
110,,Movie,American Factory,21-08-2019,2019,TV-14,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream.",81090071
98,,Movie,Game Over (Hindi Version),21-08-2019,2019,TV-MA,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",81151880
98,,Movie,Game Over (Tamil Version),21-08-2019,2019,TV-MA,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",81151877
98,,Movie,Game Over (Telugu Version),21-08-2019,2019,TV-MA,"As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim.",81151878
104,,Movie,The Girl Allergic to Wi-Fi,21-08-2019,2018,TV-MA,"When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology.",81144912
110,,Movie,Bareilly Ki Barfi,21-08-2018,2017,TV-PG,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.",81016193
162,,Movie,Mersal,21-08-2018,2017,TV-14,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",81016196
139,,Movie,Mom,21-08-2018,2017,TV-MA,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",80201175
130,,Movie,Pad Man,21-08-2018,2018,PG-13,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.",81016191
145,,Movie,Toilet: Ek Prem Katha,21-08-2018,2017,TV-14,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation.",80199962
83,,Movie,Bad Rap,21-08-2017,2016,TV-MA,Four young Asian-American rappers strive to achieve success on their own terms in a musical genre that often treats them as outsiders.,80134952
92,,Movie,KL Zombi,21-08-2017,2013,TV-MA,A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.,80163407
88,,Movie,Rembat,21-08-2017,2015,TV-14,"Two huge soccer fans must go on a rambunctious road trip to fix a big match between Malaysia and Thailand, or they'll draw the ire of a loan shark.",80163265
104,,Movie,Unacknowledged,21-08-2017,2017,TV-MA,Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.,80171742
167,,Movie,Gangs of New York,20-08-2019,2002,R,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.",60021787
63,,Movie,Our Planet - Behind The Scenes,20-08-2019,2019,TV-G,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.,81082125
52,,Movie,Simon Amstell: Set Free,20-08-2019,2019,TV-MA,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",81045860
104,,Movie,Camera Store,20-08-2017,2016,TV-MA,"With the digital revolution just around the corner, the employees of Bibideaux camera store strive to stay relevant amid unstoppable change.",80162179
114,,Movie,Dhanak,20-08-2016,2015,TV-PG,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,80115686
145,,Movie,For Greater Glory,02-08-2019,2012,R,"When a vicious war against Catholics is waged in Mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom.",70242938
84,,Movie,Léa & I,02-08-2019,2019,TV-MA,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.,81150918
102,,Movie,Now and Then,02-08-2019,1995,PG-13,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970.",22469949
101,,Movie,Otherhood,02-08-2019,2019,R,"Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons.",80211623
116,,Movie,Uriyadi 2,02-08-2019,2019,TV-MA,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.",81155803
148,,Movie,7 Khoon Maaf,02-08-2018,2011,TV-MA,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",70139075
127,,Movie,Chillar Party,02-08-2018,2011,TV-PG,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.",70139072
96,,Movie,Concussion,02-08-2018,2013,R,"A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",70267490
82,,Movie,Emelie,02-08-2018,2016,TV-MA,"A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be.",80087354
158,,Movie,Fashion,02-08-2018,2008,TV-MA,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,70111162
124,,Movie,Fitoor,02-08-2018,2016,TV-14,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.,80099083
163,,Movie,Fiza,02-08-2018,2000,TV-14,"Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return.",60003290
74,,Movie,Forever Chape,02-08-2018,2018,TV-14,"In the wake of the plane crash that claimed the lives of 71 people, the Brazilian soccer club Chapecoense seeks to rebuild the team that made history.",80227672
121,,Movie,Guzaarish,02-08-2018,2010,TV-14,"After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die.",70139074
154,,Movie,Haider,02-08-2018,2014,TV-MA,Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history.,70303432
127,,Movie,Highway,02-08-2018,2014,TV-14,"City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated.",70303424
128,,Movie,I Hate Luv Storys,02-08-2018,2010,TV-14,This Bollywood spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental.,70139071
98,,Movie,Joker,02-08-2018,2012,TV-PG,A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.,70219529
124,,Movie,Khosla Ka Ghosla,02-08-2018,2006,TV-14,A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.,70056059
109,,Movie,Main aurr Mrs. Khanna,02-08-2018,2009,TV-PG,"A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble.",70114589
168,,Movie,Mohenjo Daro,02-08-2018,2016,TV-14,"A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant.",80104257
89,,Movie,On the Wrong Track,02-08-2018,1983,TV-14,"Two rebellious, hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends.",80997865
162,,Movie,Raajneeti,02-08-2018,2010,TV-MA,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.",70123124
159,,Movie,Rang De Basanti,02-08-2018,2006,TV-MA,An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,70047320
137,,Movie,Rowdy Rathore,02-08-2018,2012,TV-MA,"A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob.",70229043
133,,Movie,Tamasha,02-08-2018,2015,TV-PG,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",80087743
125,,Movie,Tees Maar Khan,02-08-2018,2010,TV-PG,A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.,70139078
127,,Movie,Tere Naal Love Ho Gaya,02-08-2018,2012,TV-PG,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father.",70229041
131,,Movie,Thank You,02-08-2018,2011,TV-14,Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.,70187503
90,,Movie,The Blue Umbrella,02-08-2018,2005,TV-PG,"A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss.",70075775
81,,Movie,Lavell Crawford: Can a Brother Get Some Love?,02-08-2016,2011,NR,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs.",70204316
88,,Movie,Attitude Test,19-08-2018,2016,TV-14,"Four high school seniors steal an important college entrance exam and go on vacation to ""study,"" but accidentally lose the exam while partying.",80234464
91,,Movie,Barrio Universitario,19-08-2018,2013,TV-14,Four friends from a humble technical school compete against the elite students of a prestigious university in a robot-building contest.,80209558
91,,Movie,Héroes,19-08-2018,2015,TV-MA,"When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",80209722
104,,Movie,Hide and Seek,19-08-2017,2016,TV-14,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.",80153897
124,,Movie,Railroad Tigers,19-08-2017,2016,TV-14,"During World War II, a Chinese railroad worker leads a group of brave resistance fighters against the forces of Japanese occupation.",80138469
80,,Movie,I'll Sleep When I'm Dead,19-08-2016,2016,TV-MA,"Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki.",80118930
102,,Movie,Alejandro Sanz: What I Was Is What I Am,18-08-2018,2018,TV-14,A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.,80202810
95,,Movie,Peter Rabbit,18-08-2018,2018,PG,"In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden.",80201039
113,,Movie,Undefeated,18-08-2017,2011,PG-13,An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.,70177633
124,,Movie,What Happened to Monday,18-08-2017,2017,TV-MA,"In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",80146805
33,,Movie,Party Monster: Scratching the Surface,17-08-2018,2018,TV-14,"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard.",81020839
119,,Movie,Same Kind of Different as Me,17-08-2018,2017,PG-13,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,80087352
114,,Movie,The Motive,17-08-2018,2017,TV-MA,An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.,80173606
100,,Movie,To All the Boys I’ve Loved Before,17-08-2018,2018,TV-14,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down.",80203147
54,,Movie,Yoo Byung Jae: Discomfort Zone,17-08-2018,2018,TV-MA,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.,80223582
96,,Movie,Cop and a Half: New Recruit,17-08-2017,2017,PG,A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.,80190984
95,,Movie,For Love or Money,16-08-2019,2019,TV-MA,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell.",81092330
72,,Movie,Invader Zim: Enter the Florpus,16-08-2019,2019,TV-Y7-FV,"When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all.",81091957
117,,Movie,Selfless,16-08-2019,2015,PG-13,"A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.",80021840
100,,Movie,Sextuplets,16-08-2019,2019,TV-14,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings.",80231419
24,,Movie,Super Monsters Back to School,16-08-2019,2019,TV-Y,"The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places, then help her through her first day at school.",81006335
86,,Movie,The Little Switzerland,16-08-2019,2019,TV-MA,The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.,80235578
150,,Movie,Bhavesh Joshi Superhero,16-08-2018,2018,TV-14,"When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice.",80243541
108,,Movie,Casino Tycoon 2,16-08-2018,1992,TV-MA,Casino mogul Benny Ho wields enormous power. But a feud with his former partner and a massive fraud scheme soon threaten his family and his empire.,70033644
90,,Movie,Disciples Of The 36th Chamber,16-08-2018,1985,NR,"Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin.""",80039484
101,,Movie,Legendary Weapons of China,16-08-2018,1982,TV-14,"Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe.",70059191
104,,Movie,Lifeline,16-08-2018,1997,TV-14,Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.,11546798
88,,Movie,"Look Out, Officer",16-08-2018,1990,TV-MA,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.,70014531
93,,Movie,Love on Delivery,16-08-2018,1994,TV-14,"To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.",70026792
79,,Movie,Loving You,16-08-2018,1995,TV-14,"Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.",80997789
92,,Movie,Mahjong Heroes,16-08-2018,1981,TV-PG,"In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",80997867
90,,Movie,Martial Arts of Shaolin,16-08-2018,1986,TV-MA,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.",80039662
86,,Movie,Mr. Virgin,16-08-2018,1984,TV-14,"When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life.",80997862
90,,Movie,"My Schoolmate, the Barbarian",16-08-2018,2001,TV-MA,"A brainy private school student is transferred to a far less elite institution, where he must fend off classmates who settle scores with fistfights.",60027334
103,,Movie,Oh My Ghost 3,16-08-2018,2012,TV-MA,"After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business.",80999983
86,,Movie,Opium and the Kung Fu Master,16-08-2018,1984,TV-MA,"Leader of the Ten Kwangtung Tigers, Tieh Chiao-san works with his kung fu students to protect his village from crime. But when an opium dealer starts to ruin the town, Tieh Chiao-san struggles to fight back, thanks to his growing opium addiction.",70111922
108,,Movie,Painted Faces,16-08-2018,1988,TV-PG,"In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.",80997859
97,,Movie,Return To The 36th Chamber,16-08-2018,1980,R,"When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks.",70130432
92,,Movie,Shark Busters,16-08-2018,2002,TV-14,"Hit by a media storm over his own mounting debts, a police officer leads an investigation against the loan sharks behind a sinister credit scheme.",70033579
101,,Movie,Sword Masters: Two Champions of Shaolin,16-08-2018,1980,R,"Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter.",70100527
83,,Movie,The Bare-Footed Kid,16-08-2018,1993,TV-MA,"While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties.",80997857
85,,Movie,The Mad Monk,16-08-2018,1993,TV-14,"To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon.",80997793
85,,Movie,The Young Vagabond,16-08-2018,1985,TV-14,"To avenge his master, a wine-loving young man steps up his fighting skills to defeat a powerful thief in a life-or-death match.",80997861
106,,Movie,Wish I Was Here,16-08-2018,2014,R,"With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly.",70299867
112,,Movie,Chhota Bheem Kungfu Dhamaka,15-08-2019,2019,TV-Y7-FV,Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!,81154987
69,,Movie,Whindersson Nunes: Adult,15-08-2019,2019,TV-MA,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,81004321
86,,Movie,Adventures in Public School,15-08-2018,2018,NR,"After years of home-schooling, an awkward teen decides he wants a public high school experience, but his overbearing mother struggles to let go.",80209061
131,,Movie,Bioscope,15-08-2018,2015,TV-14,"Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films.",81002212
105,,Movie,For Here or to Go?,15-08-2018,2015,TV-MA,A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.,80176707
134,,Movie,Hostiles,15-08-2018,2017,R,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland.",80199381
85,,Movie,Hurricane Bianca: From Russia With Hate,15-08-2018,2018,TV-MA,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down.",80202176
203,,Movie,What's Your Raashee?,15-08-2018,2009,TV-PG,"To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.",70123118
101,,Movie,Barbecue,15-08-2017,2017,TV-MA,"A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community.",80182274
63,,Movie,Brad Paisley's Comedy Rodeo,15-08-2017,2017,TV-MA,"Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.",80185166
56,,Movie,Colin Quinn: Unconstitutional,15-08-2017,2015,TV-MA,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.,80068219
